EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-08-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 156852) of UNITED KINGDOM, DURHAM (STAID: 461)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   461,156852,18810714,    0,    0
   461,156852,18810715,    0,    0
   461,156852,18810716,    0,    0
   461,156852,18810717,    0,    0
   461,156852,18810718,   55,    0
   461,156852,18810719,    0,    0
   461,156852,18810720,    0,    0
   461,156852,18810721,    1,    0
   461,156852,18810722,    0,    0
   461,156852,18810723,    0,    0
   461,156852,18810724,   76,    0
   461,156852,18810725,   67,    0
   461,156852,18810726,    5,    0
   461,156852,18810727,    0,    0
   461,156852,18810728,   19,    0
   461,156852,18810729,    0,    0
   461,156852,18810730,   46,    0
   461,156852,18810731,  113,    0
   461,156852,18810801,    0,    0
   461,156852,18810802,    0,    0
   461,156852,18810803,    0,    0
   461,156852,18810804,    0,    0
   461,156852,18810805,    0,    0
   461,156852,18810806,    0,    0
   461,156852,18810807,    0,    0
   461,156852,18810808,   40,    0
   461,156852,18810809,    2,    0
   461,156852,18810810,    3,    0
   461,156852,18810811,    0,    0
   461,156852,18810812,    0,    0
   461,156852,18810813,   34,    0
   461,156852,18810814,    1,    0
   461,156852,18810815,    0,    0
   461,156852,18810816,   55,    0
   461,156852,18810817,   69,    0
   461,156852,18810818,   25,    0
   461,156852,18810819,   80,    0
   461,156852,18810820,    0,    0
   461,156852,18810821,    0,    0
   461,156852,18810822,    0,    0
   461,156852,18810823,  160,    0
   461,156852,18810824,   37,    0
   461,156852,18810825,  212,    0
   461,156852,18810826,   57,    0
   461,156852,18810827,    0,    0
   461,156852,18810828,   40,    0
   461,156852,18810829,  152,    0
   461,156852,18810830,   11,    0
   461,156852,18810831,    1,    0
   461,156852,18810901,    0,    0
   461,156852,18810902,   52,    0
   461,156852,18810903,   73,    0
   461,156852,18810904,   22,    0
   461,156852,18810905,   21,    0
   461,156852,18810906,    0,    0
   461,156852,18810907,    0,    0
   461,156852,18810908,    2,    0
   461,156852,18810909,   20,    0
   461,156852,18810910,   23,    0
   461,156852,18810911,   84,    0
   461,156852,18810912,    4,    0
   461,156852,18810913,    0,    0
   461,156852,18810914,    0,    0
   461,156852,18810915,    0,    0
   461,156852,18810916,    0,    0
   461,156852,18810917,   56,    0
   461,156852,18810918,    0,    0
   461,156852,18810919,    0,    0
   461,156852,18810920,    0,    0
   461,156852,18810921,  177,    0
   461,156852,18810922,  135,    0
   461,156852,18810923,    3,    0
   461,156852,18810924,   74,    0
   461,156852,18810925,   24,    0
   461,156852,18810926,   26,    0
   461,156852,18810927,    0,    0
   461,156852,18810928,    0,    0
   461,156852,18810929,   19,    0
   461,156852,18810930,    0,    0
   461,156852,18811001,    0,    0
   461,156852,18811002,    0,    0
   461,156852,18811003,    0,    0
   461,156852,18811004,   62,    0
   461,156852,18811005,   34,    0
   461,156852,18811006,    0,    0
   461,156852,18811007,   62,    0
   461,156852,18811008,    0,    0
   461,156852,18811009,   13,    0
   461,156852,18811010,    0,    0
   461,156852,18811011,   15,    0
   461,156852,18811012,   29,    0
